age,gender,income_annual,occupation,education,category,state,is_farmer,has_disability,land_holding_acres,has_bpl_card,family_size,PM_KISAN,PMAY,Ayushman_Bharat,PM_Scholarship,Kisan_Credit_Card,PMEGP,Disability_Pension,Minority_Scholarship
68,Female,207125,Salaried,Primary,General,Madhya Pradesh,0,0,0.12,0,5,1,0,0,0,0,0,0,1
41,Male,398921,Farmer,Illiterate,OBC,Bihar,1,0,1.22,0,6,0,0,0,0,1,0,0,0
58,Female,652129,Student,Primary,OBC,Tamil Nadu,0,0,0.0,0,6,0,0,0,0,0,0,0,0
34,Male,514609,Farmer,Graduate,SC,Madhya Pradesh,1,0,6.4,0,2,0,0,0,0,1,1,0,0
29,Male,679014,Farmer,Primary,ST,Andhra Pradesh,1,0,6.12,0,1,0,0,0,0,1,0,0,0
74,Male,420503,Farmer,Secondary,SC,Bihar,1,0,0.89,0,5,0,0,0,0,1,0,0,0
63,Female,106215,Farmer,Secondary,SC,Tamil Nadu,1,0,4.87,1,6,1,1,1,0,1,0,0,0
49,Male,667197,Salaried,Illiterate,ST,Maharashtra,0,1,0.45,0,1,0,0,0,0,0,0,1,0
32,Male,387509,Business,Primary,OBC,Tamil Nadu,0,0,0.44,1,8,0,0,1,0,0,1,0,0
33,Female,303129,Student,Graduate,SC,Madhya Pradesh,0,0,0.47,0,5,0,0,0,0,0,0,0,1
71,Male,304535,Business,Secondary,ST,Gujarat,0,0,0.31,0,5,0,0,0,0,0,0,0,0
39,Female,559149,Farmer,Illiterate,General,Uttar Pradesh,1,0,4.61,0,8,0,0,0,0,1,0,0,0
45,Female,291968,Farmer,Primary,OBC,Karnataka,1,0,8.03,0,8,0,0,0,0,1,0,0,0
37,Female,737288,Farmer,Secondary,SC,Bihar,1,1,9.26,0,9,0,0,0,0,1,1,0,0
50,Male,326508,Salaried,Graduate,ST,Maharashtra,1,0,8.97,0,4,0,0,0,0,1,0,0,0
27,Female,374543,Student,Primary,SC,West Bengal,0,0,0.94,0,3,0,0,0,0,0,0,0,0
57,Male,520251,Salaried,Secondary,SC,Haryana,0,0,0.72,0,2,0,0,1,0,0,0,0,0
49,Male,803360,Salaried,Primary,ST,Bihar,0,0,0.14,1,1,0,0,0,0,0,0,0,0
67,Male,544060,Student,Primary,OBC,Rajasthan,0,0,0.44,0,5,0,0,1,0,0,0,1,0
77,Female,254402,Salaried,Illiterate,General,Madhya Pradesh,0,0,0.29,0,6,0,0,0,0,0,0,0,0
50,Male,597211,Unemployed,Graduate,General,Maharashtra,0,1,0.99,0,8,0,0,0,0,0,0,1,0
19,Female,955423,Farmer,Secondary,OBC,Punjab,1,0,2.05,0,6,0,0,0,0,1,0,0,0
50,Female,216968,Student,Graduate,OBC,Punjab,0,0,0.07,0,2,0,0,0,1,0,0,0,1
50,Male,531854,Salaried,Graduate,OBC,Tamil Nadu,1,0,3.24,0,8,0,0,0,0,1,0,0,0
58,Male,377962,Salaried,Graduate,OBC,West Bengal,1,0,9.53,0,5,0,0,0,1,1,0,0,0
30,Female,994900,Farmer,Primary,ST,Uttar Pradesh,1,0,3.03,0,3,0,0,0,0,1,0,0,0
47,Female,720200,Student,Primary,OBC,Maharashtra,0,0,0.23,1,6,0,0,0,0,0,0,0,1
50,Female,727615,Student,Postgraduate,SC,Punjab,0,0,0.04,0,6,0,0,0,0,0,0,0,1
30,Male,363304,Student,Graduate,ST,Uttar Pradesh,0,0,0.1,0,3,0,0,0,0,0,0,0,1
69,Male,158165,Farmer,Graduate,OBC,Bihar,1,0,2.97,0,7,1,0,1,0,1,0,0,0
43,Male,260314,Unemployed,Illiterate,OBC,Haryana,0,0,0.35,0,7,0,0,0,0,0,1,0,1
39,Male,431392,Salaried,Primary,SC,Bihar,0,0,0.83,0,7,0,0,0,0,0,0,0,0
56,Male,325673,Student,Graduate,SC,Karnataka,0,0,0.27,1,8,1,0,1,0,0,0,0,1
19,Female,479622,Salaried,Illiterate,OBC,Madhya Pradesh,0,0,0.03,1,7,0,0,1,0,0,1,0,0
55,Male,698301,Business,Secondary,General,Tamil Nadu,0,0,0.78,0,4,0,1,0,0,0,0,1,0
56,Male,555957,Farmer,Secondary,General,Bihar,1,0,5.96,0,5,0,0,0,0,1,0,0,0
43,Female,771142,Farmer,Illiterate,General,Gujarat,1,0,4.37,0,4,0,0,0,0,1,0,0,0
63,Female,933805,Student,Primary,General,Rajasthan,0,1,0.28,0,2,0,0,0,0,1,0,1,0
75,Male,337003,Salaried,Primary,General,Karnataka,1,0,4.45,0,7,0,0,0,0,1,0,0,0
67,Female,610074,Farmer,Illiterate,OBC,Haryana,1,0,4.72,0,3,0,0,0,0,1,0,0,0
32,Male,736443,Unemployed,Secondary,ST,Maharashtra,1,1,6.13,0,1,0,0,0,0,0,1,1,0
51,Male,987580,Student,Primary,OBC,Rajasthan,0,0,0.87,0,1,0,0,0,0,1,0,0,1
59,Male,574611,Student,Primary,ST,West Bengal,0,0,0.54,0,9,0,0,0,1,0,0,0,1
72,Female,260502,Farmer,Graduate,SC,Tamil Nadu,1,1,8.01,0,3,0,0,0,0,1,0,1,1
61,Male,811537,Farmer,Secondary,SC,Maharashtra,1,0,3.1,0,7,0,0,0,0,1,0,0,0
66,Male,560309,Salaried,Primary,OBC,Karnataka,0,0,1.0,0,9,0,0,0,0,0,1,0,0
57,Male,550766,Unemployed,Graduate,OBC,Uttar Pradesh,0,0,0.76,0,7,0,0,0,0,0,0,0,0
28,Female,331951,Student,Postgraduate,SC,Rajasthan,1,0,8.31,0,8,0,0,0,0,1,0,0,0
78,Male,420449,Unemployed,Illiterate,ST,Rajasthan,0,0,0.02,0,6,0,0,0,0,0,0,0,0
20,Male,342499,Business,Secondary,OBC,Karnataka,1,0,4.05,0,3,0,0,0,0,0,1,0,0
76,Male,525655,Student,Secondary,General,Punjab,0,0,0.99,0,1,1,0,0,0,0,0,0,0
23,Male,667703,Salaried,Primary,SC,Uttar Pradesh,1,0,4.71,0,8,0,0,0,0,1,0,0,0
26,Female,992236,Student,Graduate,General,West Bengal,0,0,0.08,0,6,0,0,0,0,0,0,0,0
23,Female,300855,Salaried,Postgraduate,General,Bihar,0,0,0.4,0,2,0,0,0,0,0,0,0,0
26,Male,486295,Farmer,Postgraduate,SC,Tamil Nadu,1,1,6.71,1,8,0,0,1,0,1,0,1,0
56,Male,37904,Salaried,Primary,OBC,Madhya Pradesh,1,0,6.7,1,4,0,1,1,1,1,0,0,0
48,Male,618321,Farmer,Primary,OBC,Haryana,1,0,4.13,1,9,0,0,1,0,1,0,0,0
49,Male,785947,Business,Postgraduate,ST,Karnataka,0,0,0.73,0,9,0,0,0,0,0,0,0,0
58,Male,902910,Business,Secondary,OBC,Madhya Pradesh,0,0,0.08,0,9,0,0,0,0,0,0,0,0
67,Female,150035,Farmer,Primary,OBC,Maharashtra,1,0,8.1,1,4,0,1,1,0,0,0,0,0
29,Female,775147,Farmer,Graduate,General,Tamil Nadu,1,0,1.13,0,6,0,0,0,0,1,0,1,0
25,Female,216168,Student,Primary,OBC,Andhra Pradesh,0,0,0.84,0,4,0,0,0,1,0,0,0,1
25,Female,251666,Salaried,Primary,SC,Punjab,0,0,0.2,0,5,0,0,0,1,0,0,0,0
67,Female,786141,Farmer,Graduate,OBC,Haryana,1,0,3.02,0,7,0,0,0,0,1,0,0,0
45,Female,295237,Salaried,Primary,General,West Bengal,1,0,5.3,0,7,0,0,0,0,1,0,0,0
79,Male,317062,Farmer,Illiterate,General,Rajasthan,1,0,9.03,1,6,1,0,1,1,1,0,1,0
37,Female,223708,Farmer,Primary,OBC,West Bengal,1,1,6.37,0,4,0,0,0,0,1,0,1,0
79,Male,744166,Farmer,Secondary,OBC,Madhya Pradesh,1,0,7.99,0,5,0,0,0,0,1,0,0,0
64,Male,170466,Farmer,Illiterate,OBC,Andhra Pradesh,1,0,6.21,0,5,0,0,0,1,1,0,0,0
76,Female,154501,Salaried,Secondary,OBC,Tamil Nadu,0,0,0.88,0,9,0,0,0,0,1,0,0,1
24,Male,814516,Unemployed,Secondary,General,Uttar Pradesh,0,0,0.87,0,6,0,0,0,0,0,1,0,0
28,Male,646798,Student,Graduate,OBC,Rajasthan,0,0,0.59,0,4,0,0,0,0,0,0,0,1
37,Female,123708,Student,Primary,ST,Gujarat,0,0,1.0,0,6,0,0,0,1,1,1,0,1
33,Male,652107,Farmer,Graduate,General,Punjab,1,0,5.74,0,7,0,0,0,0,1,0,0,0
21,Male,265603,Salaried,Primary,OBC,Madhya Pradesh,0,0,0.48,1,7,0,1,1,0,1,0,0,0
23,Female,960784,Farmer,Secondary,OBC,Maharashtra,1,0,3.5,0,3,0,0,0,0,1,0,0,0
75,Female,590591,Salaried,Secondary,SC,Tamil Nadu,0,0,0.14,0,6,0,0,0,0,0,0,0,1
39,Female,581741,Unemployed,Illiterate,General,Tamil Nadu,0,0,0.97,0,7,0,0,0,0,0,1,0,0
43,Male,544908,Farmer,Graduate,ST,Bihar,1,1,7.32,0,1,0,0,0,0,1,1,0,0
20,Male,925318,Salaried,Primary,OBC,Rajasthan,0,0,0.35,0,4,0,0,0,0,0,0,0,0
58,Female,877127,Farmer,Primary,SC,Rajasthan,1,0,4.2,0,7,0,0,0,0,1,0,0,1
77,Female,753809,Student,Primary,General,Andhra Pradesh,0,0,0.29,1,1,0,0,0,0,0,0,0,0
59,Female,553526,Farmer,Secondary,SC,Karnataka,1,0,5.88,0,8,0,0,0,0,1,0,0,1
31,Male,186837,Student,Primary,SC,Gujarat,0,0,0.43,0,6,0,0,0,1,0,0,0,1
28,Male,425556,Farmer,Primary,OBC,Uttar Pradesh,1,0,8.1,0,6,0,0,0,0,1,0,0,0
35,Female,549676,Student,Illiterate,OBC,Rajasthan,0,0,0.81,0,3,0,0,0,0,0,0,0,1
71,Male,777075,Student,Secondary,OBC,Maharashtra,0,0,0.06,0,6,0,0,0,0,0,0,0,1
29,Female,592345,Farmer,Secondary,General,Bihar,1,0,5.34,0,4,0,0,0,0,1,0,0,0
40,Male,948101,Salaried,Primary,SC,Rajasthan,0,0,0.27,1,9,0,0,0,0,0,1,0,0
29,Female,743348,Business,Illiterate,General,Karnataka,1,0,1.6,0,4,0,0,0,0,1,0,0,0
30,Female,648943,Student,Secondary,General,Bihar,0,1,0.38,0,6,1,0,0,0,0,0,1,0
42,Female,307169,Farmer,Graduate,OBC,Madhya Pradesh,1,0,1.42,0,6,0,0,0,0,1,0,0,0
62,Male,299289,Farmer,Graduate,General,Maharashtra,1,0,3.12,1,1,0,1,1,0,1,0,1,0
68,Female,655494,Business,Graduate,ST,Rajasthan,0,0,0.99,0,4,0,0,0,0,0,0,0,0
75,Female,216869,Salaried,Illiterate,SC,Uttar Pradesh,0,0,0.31,0,9,0,0,0,0,0,0,0,0
36,Male,858155,Student,Postgraduate,OBC,Rajasthan,0,0,0.55,0,6,0,0,0,0,0,0,0,1
72,Female,627518,Farmer,Primary,SC,Madhya Pradesh,1,0,5.72,0,4,0,0,0,0,1,0,0,0
63,Female,952334,Student,Postgraduate,SC,Bihar,0,0,1.0,0,7,0,0,0,0,0,0,1,1
53,Female,709290,Farmer,Primary,General,Gujarat,1,0,1.99,0,7,0,0,0,0,1,0,0,0
62,Female,446968,Unemployed,Secondary,SC,Haryana,0,0,0.4,0,5,0,0,0,0,0,0,0,0
25,Male,138138,Business,Primary,General,Uttar Pradesh,0,0,0.48,0,4,0,0,0,0,0,1,0,0
46,Male,761385,Farmer,Primary,OBC,Madhya Pradesh,1,0,8.87,0,4,0,0,0,0,1,0,0,0
72,Male,766664,Student,Graduate,OBC,Rajasthan,0,0,0.76,0,7,0,0,0,0,0,0,0,1
70,Female,92040,Farmer,Graduate,SC,Madhya Pradesh,1,0,5.32,1,6,0,0,1,0,1,0,0,0
72,Female,662956,Student,Postgraduate,General,Tamil Nadu,0,1,0.96,0,4,0,0,1,0,0,0,1,0
49,Female,753056,Business,Secondary,General,Gujarat,1,0,4.84,1,3,0,0,0,0,0,0,0,0
68,Male,534788,Student,Secondary,OBC,West Bengal,0,0,0.67,0,2,0,0,0,0,0,1,0,1
61,Male,487864,Farmer,Illiterate,OBC,Punjab,1,0,7.57,0,4,0,0,0,0,1,0,0,1
35,Female,871462,Farmer,Postgraduate,SC,Karnataka,1,0,1.82,0,7,0,0,1,0,0,0,0,0
23,Male,86815,Business,Secondary,OBC,Tamil Nadu,0,0,0.35,1,2,0,1,1,0,0,1,0,0
35,Male,246741,Salaried,Graduate,General,Madhya Pradesh,0,0,0.74,0,9,0,0,0,0,0,0,0,0
36,Female,142789,Student,Secondary,General,Karnataka,0,0,0.02,0,9,0,0,0,1,0,0,0,0
39,Male,458906,Farmer,Secondary,OBC,Uttar Pradesh,1,0,3.88,0,6,0,0,0,0,1,0,0,0
54,Male,773766,Farmer,Postgraduate,OBC,Andhra Pradesh,1,0,4.56,0,9,0,0,0,0,1,0,0,0
49,Male,874355,Unemployed,Primary,General,Tamil Nadu,0,0,0.93,0,1,1,0,0,0,1,0,0,0
73,Male,197644,Student,Primary,OBC,Uttar Pradesh,1,0,1.27,0,6,1,0,0,1,1,0,0,1
58,Other,215102,Student,Primary,OBC,Haryana,0,0,0.73,0,3,0,0,1,1,0,0,0,1
76,Male,360048,Student,Graduate,General,Madhya Pradesh,1,0,2.9,0,6,0,0,0,0,1,0,0,1
20,Male,798821,Salaried,Illiterate,OBC,Gujarat,0,0,0.36,0,5,0,0,0,1,0,0,0,0
45,Male,267469,Farmer,Illiterate,SC,Rajasthan,1,0,5.01,0,5,0,0,0,0,1,0,0,0
27,Female,787596,Farmer,Primary,OBC,Karnataka,1,0,6.31,0,1,1,0,0,0,1,0,0,0
68,Male,714563,Salaried,Secondary,SC,Andhra Pradesh,1,1,1.01,0,5,0,0,0,0,1,0,1,0
52,Female,107088,Salaried,Secondary,General,Bihar,0,0,0.44,1,6,0,1,1,0,0,0,0,1
78,Male,559896,Salaried,Illiterate,OBC,Punjab,0,0,0.22,0,1,0,0,0,0,0,0,0,0
46,Male,599955,Business,Postgraduate,OBC,Madhya Pradesh,0,0,0.89,1,7,0,0,0,0,0,0,0,0
71,Male,609835,Student,Postgraduate,OBC,Uttar Pradesh,0,0,0.71,0,1,0,0,0,0,0,0,0,1
32,Female,969989,Farmer,Primary,OBC,Bihar,1,0,5.63,0,7,0,1,0,0,1,0,0,0
50,Female,530812,Unemployed,Graduate,SC,Karnataka,0,0,0.11,0,9,0,0,0,0,0,0,0,0
24,Male,957366,Student,Secondary,OBC,Punjab,0,0,0.98,0,7,0,0,0,0,0,1,0,1
29,Female,944823,Salaried,Primary,General,Madhya Pradesh,0,0,0.04,0,5,0,0,0,0,0,0,0,0
66,Female,264907,Salaried,Primary,OBC,Bihar,0,0,0.28,0,3,0,0,0,0,0,0,1,0
47,Male,892380,Student,Secondary,SC,Madhya Pradesh,0,0,0.55,0,7,0,1,0,0,1,0,0,1
38,Female,888312,Farmer,Secondary,ST,Tamil Nadu,1,0,4.2,0,6,0,0,0,0,1,0,0,0
48,Male,87560,Salaried,Primary,OBC,Bihar,0,1,0.23,1,8,0,1,1,1,0,0,1,1
75,Female,931495,Business,Graduate,OBC,Haryana,0,0,0.35,0,8,0,0,0,0,0,0,1,0
78,Female,244601,Salaried,Secondary,OBC,Andhra Pradesh,0,0,0.27,0,6,0,1,0,0,0,0,0,0
41,Female,910650,Student,Secondary,SC,West Bengal,0,0,0.8,0,7,0,0,0,0,0,0,0,1
37,Female,406606,Farmer,Primary,ST,Karnataka,1,0,9.87,0,3,0,0,0,0,1,0,0,0
54,Male,713775,Farmer,Secondary,SC,Madhya Pradesh,1,0,7.74,1,4,0,0,0,0,1,0,0,1
21,Female,966827,Farmer,Primary,OBC,Bihar,1,0,0.54,0,7,0,0,0,0,1,0,0,0
45,Male,214286,Farmer,Secondary,General,Punjab,1,0,2.62,0,6,0,0,0,0,1,0,0,0
61,Male,310141,Unemployed,Graduate,SC,Gujarat,0,0,0.05,0,3,0,0,0,0,0,0,0,0
79,Female,151266,Salaried,Graduate,SC,Haryana,0,0,0.72,0,7,0,0,0,0,0,0,0,0
37,Female,33679,Salaried,Primary,SC,Bihar,0,0,0.11,0,3,0,0,0,0,0,0,0,0
77,Female,518241,Student,Secondary,General,Tamil Nadu,0,0,0.48,0,8,0,0,0,0,0,0,0,0
41,Male,594596,Farmer,Postgraduate,OBC,Uttar Pradesh,1,0,6.71,0,7,0,0,0,0,1,0,0,0
67,Female,236096,Unemployed,Secondary,General,Bihar,1,0,6.17,0,4,0,0,0,0,1,0,0,0
66,Female,725202,Student,Illiterate,SC,West Bengal,0,0,0.35,0,1,0,0,0,0,0,0,0,1
68,Male,477154,Farmer,Secondary,General,Andhra Pradesh,1,1,2.69,0,6,0,0,0,0,1,0,1,0
49,Male,559983,Student,Illiterate,OBC,Karnataka,0,0,0.86,0,5,0,0,0,0,0,0,0,1
58,Male,256812,Business,Graduate,General,Madhya Pradesh,0,0,0.88,1,9,0,1,0,0,0,0,0,0
53,Male,612787,Business,Secondary,General,Madhya Pradesh,1,0,6.08,0,6,0,0,0,0,1,0,0,0
75,Other,53382,Farmer,Primary,OBC,Madhya Pradesh,1,0,4.86,0,1,1,0,0,0,1,0,0,0
70,Female,830667,Business,Illiterate,General,Rajasthan,0,0,0.82,0,3,0,0,0,0,0,0,0,0
51,Female,747583,Farmer,Primary,OBC,Tamil Nadu,1,0,2.46,0,2,0,0,0,0,1,0,0,0
53,Female,687726,Farmer,Postgraduate,ST,Gujarat,1,0,4.65,1,3,0,1,0,0,1,0,0,0
19,Male,188539,Business,Illiterate,ST,Haryana,0,0,0.12,0,1,0,0,0,0,0,1,0,0
32,Female,482532,Business,Secondary,General,Karnataka,0,0,0.55,0,2,0,0,0,0,0,1,0,0
51,Male,404612,Salaried,Postgraduate,SC,Karnataka,0,0,0.26,0,8,0,0,0,0,0,0,0,1
53,Female,36764,Salaried,Primary,OBC,Madhya Pradesh,0,0,0.28,0,3,0,0,0,1,0,0,0,0
23,Male,776256,Business,Secondary,ST,Haryana,0,0,0.13,0,9,0,0,0,0,0,1,0,0
56,Female,668119,Salaried,Secondary,SC,Tamil Nadu,1,0,9.73,0,4,1,0,0,0,1,0,0,0
59,Male,91836,Business,Secondary,General,Uttar Pradesh,0,0,0.48,1,2,0,1,1,0,0,0,0,0
68,Male,324067,Salaried,Primary,OBC,Karnataka,0,0,0.6,0,7,1,0,0,0,0,0,0,0
68,Female,285033,Unemployed,Illiterate,OBC,Bihar,0,0,0.3,0,9,0,0,0,0,0,1,0,0
75,Male,912143,Unemployed,Secondary,SC,West Bengal,0,0,0.79,0,5,0,0,0,1,0,0,0,0
71,Female,46292,Farmer,Postgraduate,OBC,Tamil Nadu,1,0,9.94,1,1,0,1,1,0,1,0,0,0
78,Male,941345,Business,Illiterate,OBC,Punjab,0,0,0.64,0,9,0,0,0,0,0,0,0,0
29,Female,949118,Student,Primary,OBC,Madhya Pradesh,0,0,0.28,0,9,0,0,0,0,0,0,0,1
20,Male,313083,Student,Primary,ST,Punjab,0,0,0.81,0,7,0,0,0,0,0,0,0,1
62,Male,273772,Salaried,Graduate,ST,Karnataka,0,0,0.62,0,1,0,0,0,0,0,0,0,0
35,Male,48800,Farmer,Primary,OBC,Rajasthan,1,0,7.06,1,4,1,1,1,0,1,0,0,0
57,Male,86440,Student,Graduate,SC,Maharashtra,0,0,0.16,1,1,0,1,1,1,0,0,0,1
38,Male,446462,Business,Illiterate,SC,Maharashtra,0,0,0.38,0,3,0,0,0,0,0,1,0,0
32,Male,681809,Farmer,Postgraduate,SC,Gujarat,1,0,8.3,1,7,0,1,0,0,1,0,0,1
50,Male,476021,Student,Secondary,General,Karnataka,0,0,0.22,0,1,0,0,0,0,0,0,0,0
52,Male,675615,Unemployed,Secondary,OBC,Andhra Pradesh,0,0,0.39,0,8,0,0,0,0,0,0,0,0
43,Female,603936,Student,Primary,OBC,Uttar Pradesh,0,0,0.89,0,4,1,0,0,0,1,0,0,1
25,Female,931624,Student,Graduate,OBC,Punjab,0,0,0.56,0,4,0,0,0,0,0,0,0,1
53,Male,480067,Student,Primary,General,Rajasthan,0,0,0.33,0,1,0,0,0,0,0,0,0,0
65,Female,979192,Student,Illiterate,OBC,Bihar,0,0,0.75,0,5,0,0,0,0,0,0,0,0
47,Female,385642,Salaried,Primary,OBC,Tamil Nadu,0,0,0.02,0,8,1,0,0,0,0,0,0,0
40,Male,846196,Business,Graduate,OBC,Bihar,0,0,0.37,0,8,0,0,0,0,0,1,0,0
59,Female,848902,Student,Graduate,OBC,Punjab,1,0,5.74,0,7,0,1,0,0,1,0,0,1
61,Male,810448,Business,Secondary,General,Karnataka,0,0,0.58,0,7,0,0,0,0,0,0,0,1
31,Female,199573,Student,Secondary,SC,West Bengal,0,0,0.61,0,8,0,0,0,1,0,0,0,1
31,Male,87207,Farmer,Illiterate,ST,Maharashtra,1,0,1.82,1,8,1,1,1,0,1,0,0,0
19,Female,92157,Salaried,Graduate,OBC,Karnataka,0,0,0.34,1,1,0,1,1,0,0,0,0,0
72,Female,164288,Salaried,Graduate,SC,Tamil Nadu,0,0,0.93,0,2,0,0,0,0,0,1,0,0
54,Male,707432,Salaried,Secondary,General,Karnataka,0,0,0.97,0,8,0,0,0,0,0,0,0,0
22,Male,123778,Farmer,Secondary,SC,Andhra Pradesh,1,0,3.21,0,1,1,0,0,0,1,0,0,0
55,Female,160016,Farmer,Postgraduate,General,Andhra Pradesh,1,0,4.0,0,9,1,0,0,0,1,0,0,0
62,Male,678576,Farmer,Graduate,OBC,Maharashtra,1,0,9.35,0,9,0,0,0,0,1,0,0,0
58,Female,198204,Farmer,Secondary,OBC,Punjab,1,0,8.55,0,2,0,0,0,0,1,0,0,0
79,Female,140573,Salaried,Primary,OBC,Punjab,0,0,0.79,0,6,0,0,0,0,0,0,0,0
71,Female,150730,Farmer,Secondary,OBC,West Bengal,1,0,5.99,0,4,0,0,0,0,1,0,0,0
77,Female,965365,Salaried,Secondary,OBC,Tamil Nadu,1,0,8.73,0,7,0,0,0,0,1,1,0,0
78,Female,94186,Farmer,Primary,OBC,Madhya Pradesh,1,1,7.9,1,2,0,1,1,0,1,0,1,0
64,Female,535349,Farmer,Primary,SC,Uttar Pradesh,1,0,9.56,0,1,0,0,0,0,1,0,0,0
31,Male,821392,Student,Secondary,OBC,Karnataka,0,0,0.03,0,9,0,0,0,0,0,0,0,1
73,Male,48781,Farmer,Secondary,General,Tamil Nadu,1,0,0.77,1,9,1,1,1,0,1,0,0,0
56,Male,267677,Business,Secondary,OBC,West Bengal,0,0,0.98,0,9,0,0,0,0,0,0,0,0
42,Female,287506,Farmer,Primary,SC,Haryana,1,0,9.33,0,5,0,0,0,0,1,0,0,0
37,Female,61126,Student,Graduate,OBC,Madhya Pradesh,0,0,0.16,1,3,0,1,1,1,0,0,1,1
19,Male,268217,Business,Secondary,OBC,Karnataka,0,0,0.98,0,6,0,0,0,0,0,1,0,0
56,Female,445794,Salaried,Illiterate,OBC,Gujarat,0,0,0.29,0,1,0,0,0,0,0,0,0,0
23,Male,545474,Farmer,Primary,OBC,Haryana,1,0,8.38,0,8,0,0,0,0,1,0,0,0
34,Male,922466,Student,Graduate,General,Rajasthan,0,0,0.08,1,4,0,0,0,0,0,0,0,0
76,Female,310027,Salaried,Graduate,OBC,Maharashtra,0,0,0.11,0,2,0,0,0,1,0,0,0,0
42,Male,584070,Unemployed,Primary,General,Gujarat,1,0,7.72,0,4,0,0,0,0,1,1,0,0
74,Female,348531,Business,Postgraduate,General,Karnataka,1,0,3.54,0,1,0,0,0,0,1,0,0,0
45,Male,702339,Farmer,Illiterate,General,Bihar,1,0,4.94,0,8,0,0,0,0,1,0,0,0
19,Female,850178,Unemployed,Postgraduate,OBC,Haryana,0,0,0.61,0,6,0,0,0,0,0,1,0,0
52,Female,291161,Farmer,Primary,OBC,West Bengal,1,1,7.97,1,1,0,0,1,0,1,0,1,0
54,Male,96266,Farmer,Illiterate,ST,Haryana,1,0,7.0,1,1,0,1,1,0,1,0,0,0
22,Female,554344,Business,Secondary,OBC,West Bengal,0,0,0.8,0,2,0,0,0,0,0,0,0,0
18,Female,323601,Farmer,Primary,SC,Tamil Nadu,1,0,0.88,0,7,0,0,0,1,1,0,0,0
57,Male,425459,Farmer,Secondary,General,Maharashtra,1,0,1.74,1,2,0,1,1,0,1,0,0,0
29,Male,478247,Farmer,Graduate,General,Madhya Pradesh,1,0,6.02,0,3,0,0,0,0,1,0,0,0
73,Female,162773,Student,Graduate,SC,Karnataka,1,1,5.6,0,9,0,0,0,1,1,0,1,1
53,Male,741741,Salaried,Secondary,OBC,Bihar,0,0,0.03,0,1,0,0,0,0,0,0,0,0
62,Male,735798,Salaried,Secondary,General,Madhya Pradesh,0,0,0.88,0,9,0,0,0,0,0,0,0,0
40,Male,365983,Farmer,Illiterate,OBC,Maharashtra,1,1,3.29,0,6,0,0,0,0,1,0,1,0
64,Male,110636,Student,Illiterate,OBC,Tamil Nadu,0,0,0.55,1,9,0,1,1,1,0,0,0,1
48,Female,399841,Unemployed,Secondary,SC,Rajasthan,0,0,0.12,1,8,0,0,1,0,0,0,0,0
28,Male,96483,Business,Illiterate,General,Madhya Pradesh,0,0,0.55,1,7,0,1,1,0,0,1,0,0
27,Male,50505,Farmer,Graduate,OBC,Bihar,1,0,6.71,0,7,0,0,0,0,1,0,0,0
20,Male,429769,Unemployed,Secondary,SC,Uttar Pradesh,0,0,0.77,0,6,0,0,0,0,0,1,0,0
71,Male,587813,Salaried,Primary,ST,Haryana,0,0,0.96,0,8,0,0,0,0,0,0,0,0
31,Female,241474,Farmer,Secondary,SC,West Bengal,1,0,1.04,0,9,0,0,0,0,1,0,0,0
33,Male,126008,Farmer,Primary,General,Punjab,1,0,4.08,1,8,1,1,1,0,1,0,0,0
27,Other,74348,Farmer,Secondary,SC,Madhya Pradesh,1,0,3.93,1,9,1,1,1,0,0,0,0,0
46,Male,756547,Salaried,Graduate,SC,Punjab,1,0,6.9,0,5,0,0,0,0,1,0,0,0
27,Male,299417,Farmer,Secondary,SC,Andhra Pradesh,1,0,6.51,0,3,0,0,0,0,1,1,0,0
29,Female,356380,Student,Illiterate,SC,Bihar,0,0,0.8,0,4,0,0,0,0,0,0,0,1
47,Male,760929,Farmer,Graduate,ST,Uttar Pradesh,1,0,8.65,1,4,0,0,0,0,1,0,0,0
58,Female,164607,Unemployed,Primary,General,Andhra Pradesh,0,0,0.01,1,9,0,1,1,0,0,0,0,0
18,Other,966181,Farmer,Graduate,General,Gujarat,1,0,5.25,0,9,0,0,0,0,1,0,0,0
22,Male,768384,Business,Secondary,SC,Andhra Pradesh,0,0,0.12,1,1,0,0,0,0,0,1,0,0
37,Male,137157,Unemployed,Secondary,General,Gujarat,0,1,0.7,0,5,0,0,0,0,0,1,1,0
25,Female,555196,Farmer,Graduate,General,Bihar,1,0,10.0,0,2,0,0,0,0,1,0,0,0
60,Male,282299,Student,Graduate,OBC,Tamil Nadu,0,0,0.82,0,5,0,0,0,0,0,0,0,1
29,Male,231225,Farmer,Illiterate,SC,Maharashtra,1,0,9.14,0,5,0,0,0,0,0,0,0,0
18,Male,138352,Business,Primary,General,Bihar,0,0,0.57,0,3,0,0,0,0,0,1,0,0
74,Male,125967,Student,Graduate,OBC,Maharashtra,0,0,0.19,0,4,0,0,0,1,0,0,0,1
71,Female,381133,Farmer,Illiterate,General,West Bengal,1,1,1.48,0,7,0,0,0,0,1,0,1,0
37,Male,589367,Farmer,Secondary,General,Uttar Pradesh,1,0,5.95,0,4,0,0,0,0,1,0,0,0
45,Male,242628,Student,Graduate,OBC,Punjab,0,1,0.26,1,3,0,1,1,1,0,0,1,1
